Economy,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Depression (%),Income group,average_learning_Adjusted_of_school,Continent,GDP(2022),GDP_per_capita
Albania,ALB,2014,0.200391788811,0.703970319194,0.169409510347,3.38931928541999,2.20368376632999,Upper middle income,8.52672295,Europe,18882.0,4584.919
Albania,ALB,2015,0.200629841943,0.704160792151,0.171094896746,3.38821238498,2.2044542039,Upper middle income,8.52672295,Europe,18882.0,3953.611
Albania,ALB,2016,0.200844850056,0.704335235226,0.172626586124,3.38689141839,2.20650676665,Upper middle income,8.52672295,Europe,18882.0,4124.405
Albania,ALB,2017,0.201025478973,0.704479655103,0.174046095006,3.38524453734,2.20841419824,Upper middle income,8.52672295,Europe,18882.0,4525.887
Algeria,DZA,1990,0.193581785211,0.802893378428,0.189024077474,4.97655257867,3.73259668773,Lower middle income,7.0454454,Africa,191913.0,2473.512
Algeria,DZA,1991,0.193206956402,0.802986333247,0.186989570782,4.97725978914,3.71797912104,Lower middle income,7.0454454,Africa,191913.0,1819.984
Algeria,DZA,1992,0.192891478725,0.803125578327,0.185063764271,4.9780744258,3.70670565584,Lower middle income,7.0454454,Africa,191913.0,1873.422
Algeria,DZA,1993,0.192646709235,0.803286774261999,0.183793362981,4.97889443732,3.69465171374,Lower middle income,7.0454454,Africa,191913.0,1894.946
Algeria,DZA,1994,0.192496528264,0.803494012798,0.182518472181999,4.97973094535,3.68527818842,Lower middle income,7.0454454,Africa,191913.0,1542.974
Algeria,DZA,1995,0.192457907684999,0.803751798095,0.182169287968,4.98072868576,3.6792529125,Lower middle income,7.0454454,Africa,191913.0,1499.143
Algeria,DZA,1996,0.192505345501,0.80404003603,0.182297911047,4.98078124672999,3.67447130905,Lower middle income,7.0454454,Africa,191913.0,1643.265
Algeria,DZA,1997,0.192603553773,0.804380706115,0.182681095862,4.97961185748,3.66957016901,Lower middle income,7.0454454,Africa,191913.0,1658.732
Algeria,DZA,1998,0.192736926328,0.804755737095,0.183206529055,4.97809384632,3.66601097587,Lower middle income,7.0454454,Africa,191913.0,1633.09
Algeria,DZA,1999,0.192906542817,0.805205270769999,0.183524151672,4.97724239342,3.66170030386,Lower middle income,7.0454454,Africa,191913.0,1630.071
Algeria,DZA,2000,0.193084291520999,0.805670758796,0.184042125743,4.97801635322,3.65960308541,Lower middle income,7.0454454,Africa,191913.0,1794.695
Algeria,DZA,2001,0.193403054742999,0.80641478473,0.185197817638,4.98281185826,3.65808771754,Lower middle income,7.0454454,Africa,191913.0,1768.577
Algeria,DZA,2002,0.193913562051,0.807496906975,0.187401093857,4.99130111447,3.65901814531,Lower middle income,7.0454454,Africa,191913.0,1806.86
Algeria,DZA,2003,0.194517123814,0.808792619111,0.189418908618,5.00181600938,3.65922914486,Lower middle income,7.0454454,Africa,191913.0,2128.386
Algeria,DZA,2004,0.195091952511999,0.810073278385,0.191831098172,5.01185536929,3.65914223809,Lower middle income,7.0454454,Africa,191913.0,2636.479
Algeria,DZA,2005,0.195516067973,0.811124393437999,0.194148814317,5.01928233254,3.65765859102999,Lower middle income,7.0454454,Africa,191913.0,3141.027
Algeria,DZA,2006,0.195830458116,0.811975156354,0.196273134432,5.02417913703,3.65092596318,Lower middle income,7.0454454,Africa,191913.0,3508.959
Algeria,DZA,2007,0.196170860967,0.812887376339,0.198160791054999,5.02881412662999,3.63968321392999,Lower middle income,7.0454454,Africa,191913.0,3986.564
Algeria,DZA,2008,0.196505311821,0.813799423918,0.200466794787,5.03320563648,3.62568648047,Lower middle income,7.0454454,Africa,191913.0,4943.502
Algeria,DZA,2009,0.196794919885,0.814616737441,0.202695481236,5.03706748151,3.61678290834,Lower middle income,7.0454454,Africa,191913.0,3890.524
Algeria,DZA,2010,0.197003572601,0.815265302873999,0.204405621958,5.04047924972,3.61314804814,Lower middle income,7.0454454,Africa,191913.0,4480.719
Algeria,DZA,2011,0.197160900248,0.815808467668,0.206218008441,5.04382844129,3.61517284847,Lower middle income,7.0454454,Africa,191913.0,5447.6
Algeria,DZA,2012,0.197312273953,0.816334462255999,0.207498415502,5.04726920178,3.61660462437,Lower middle income,7.0454454,Africa,191913.0,5575.653
Algeria,DZA,2013,0.19746407696,0.816873571235,0.208892032258,5.05101913366,3.62246722773999,Lower middle income,7.0454454,Africa,191913.0,5477.055
Algeria,DZA,2014,0.197602216166,0.817380018481,0.209959719274999,5.05467390814,3.62948972318,Lower middle income,7.0454454,Africa,191913.0,5466.329
Algeria,DZA,2015,0.197727657336,0.817862335809,0.211434171323,5.05839777313,3.63696184324,Lower middle income,7.0454454,Africa,191913.0,4153.322
Algeria,DZA,2016,0.19783596504,0.818314993743,0.212734959750999,5.06223321319,3.64781677971,Lower middle income,7.0454454,Africa,191913.0,3918.941
Algeria,DZA,2017,0.197913139914999,0.818687152645,0.213612216088,5.06587568443,3.66109449605,Lower middle income,7.0454454,Africa,191913.0,4014.707
Andorra,AND,1990,0.266166203314,0.964596936772,0.58591659143,5.24267301474,3.76813538434,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1991,0.265972119138,0.964144315441,0.580842862776,5.23820669952,3.76334506066,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1992,0.265631666203,0.964493014581,0.579633167137,5.242052572,3.76368075765,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1993,0.265394096554999,0.964112629824999,0.578330511532,5.23786781776,3.75623502968,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1994,0.26505965134,0.965153099246,0.580882273801,5.24759494439999,3.75965348572,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1995,0.264785483699,0.966212057341,0.583954079753,5.2578372379,3.76650466122,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1996,0.264570176094,0.966924166499,0.588271198812,5.26734972075999,3.76696754545,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1997,0.264352639502,0.967337040359,0.591575394428,5.26699079197,3.76105423904,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1998,0.264106491394,0.967761273182,0.596932623085,5.27251214535,3.75812985171,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,1999,0.263887372232,0.968147273098,0.602401748765,5.27578385145,3.75333883157,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2000,0.26376717103,0.968842844097,0.609424286403,5.28119634464,3.75105740857999,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2001,0.263837310690999,0.968632056768999,0.616895506898,5.28834605792,3.75120620275,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2002,0.264077084574,0.96686641902,0.6251348528,5.29016432364,3.74705210091,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2003,0.264440921532,0.964067734832,0.633604740296,5.28721717985,3.73833268212,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2004,0.264815643334,0.961461229669999,0.637792853909,5.28130671510999,3.7288308906,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2005,0.264997919201,0.960683177351999,0.640783861953,5.28109090999,3.72453278119999,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2006,0.265011692558,0.960506194489,0.641946338809,5.27625356641,3.71819956837999,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2007,0.264884975308,0.960579778998999,0.643460400722,5.27500749069,3.71148456641,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2008,0.264692434642,0.960907130081999,0.645572291355,5.27836662317,3.70868977589,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2009,0.264456713006,0.961373451841,0.64733694722,5.28398628507,3.70796225856,High income,7.8559139,Europe,3352.0,3309.844
Andorra,AND,2010,0.264305236752,0.961726453358,0.648239924866,5.28713907154999,3.70879683795,High income,7.8559139,Europe,3352.0,49030.229
Andorra,AND,2011,0.264053943897,0.963822312040999,0.652492259101,5.31074263882,3.72528127995,High income,7.8559139,Europe,3352.0,51957.313
Andorra,AND,2012,0.264008522579,0.963906246339,0.651260627418,5.31180345539,3.72593229476,High income,7.8559139,Europe,3352.0,45713.97
Andorra,AND,2013,0.263868722326,0.964152000219999,0.651221903194,5.31475544188,3.72758938063,High income,7.8559139,Europe,3352.0,45630.195
Andorra,AND,2014,0.263790629913,0.963960443023,0.649979495544,5.31383710577999,3.72837859851,High income,7.8559139,Europe,3352.0,46299.282
Andorra,AND,2015,0.263712998095,0.963754269965,0.647220589004,5.31049313347,3.72788482086,High income,7.8559139,Europe,3352.0,38877.485
Andorra,AND,2016,0.263603290856,0.963613946317,0.645774776716,5.3070729328,3.72682488406,High income,7.8559139,Europe,3352.0,39595.317
Andorra,AND,2017,0.263512450809,0.963331292926,0.644558566578,5.30537469297,3.72953168612,High income,7.8559139,Europe,3352.0,40017.741
Angola,AGO,1990,0.166446405354,0.615108867745,0.137854377819999,3.2082167384,4.18150936201,Lower middle income,4.193318466666667,Africa,106714.0,1062.788
Angola,AGO,1991,0.166228859445,0.61530025764,0.136161311908,3.21063046695,4.18933648384,Lower middle income,4.193318466666667,Africa,106714.0,996.472
Angola,AGO,1992,0.166014883602999,0.615507246326,0.134572277726,3.21314958161999,4.19657255474,Lower middle income,4.193318466666667,Africa,106714.0,743.754
Angola,AGO,1993,0.165819772294,0.615738597562,0.133068928215,3.21599343304999,4.2037441785,Lower middle income,4.193318466666667,Africa,106714.0,522.991
Angola,AGO,1994,0.165655263639,0.615980339993999,0.132146155672,3.21898954312,4.20870103239,Lower middle income,4.193318466666667,Africa,106714.0,368.84
Angola,AGO,1995,0.16553523023,0.61621583441,0.131689131198,3.22181221943,4.21108560065,Lower middle income,4.193318466666667,Africa,106714.0,445.424
Angola,AGO,1996,0.16538404009,0.616480040278999,0.130904456818,3.22479894762,4.21184223626,Lower middle income,4.193318466666667,Africa,106714.0,555.75
Angola,AGO,1997,0.165160609553,0.616791850376,0.131081468968,3.22807557407,4.20862615151,Lower middle income,4.193318466666667,Africa,106714.0,631.28
Angola,AGO,1998,0.16493506713,0.61714453593,0.130607377834,3.2317845673,4.20708924515,Lower middle income,4.193318466666667,Africa,106714.0,517.868
Angola,AGO,1999,0.164774992245,0.617516140429,0.130615520393999,3.23574637398999,4.20141687668,Lower middle income,4.193318466666667,Africa,106714.0,474.186
Angola,AGO,2000,0.164747333879,0.617867490739,0.130784434355999,3.23953299093,4.20071752978,Lower middle income,4.193318466666667,Africa,106714.0,681.129
Angola,AGO,2001,0.164860597645,0.618220190962,0.131596634526,3.24361933094,4.1996358405,Lower middle income,4.193318466666667,Africa,106714.0,645.145
Angola,AGO,2002,0.165061223637,0.618585620572,0.132210796973,3.24794658064,4.19643362783,Lower middle income,4.193318466666667,Africa,106714.0,872.658
Angola,AGO,2003,0.165325547803,0.618956600499,0.133659528035,3.25218128412999,4.19430320977,Lower middle income,4.193318466666667,Africa,106714.0,982.806
Angola,AGO,2004,0.165629835784,0.619333837407,0.135231539877,3.25627170512,4.19020007492,Lower middle income,4.193318466666667,Africa,106714.0,1254.696
Angola,AGO,2005,0.165950760020999,0.619708085533,0.137046751194,3.2598663115,4.18674018945,Lower middle income,4.193318466666667,Africa,106714.0,1900.724
Angola,AGO,2006,0.166511290505,0.620170092163,0.139243729167,3.26333939493,4.18323099667,Lower middle income,4.193318466666667,Africa,106714.0,2597.964
Angola,AGO,2007,0.167418774294,0.620768656556,0.143383761264,3.26707742118,4.17449320842,Lower middle income,4.193318466666667,Africa,106714.0,3121.349
Angola,AGO,2008,0.168468220039,0.621417760268,0.147988695827,3.27085741574,4.16687688952,Lower middle income,4.193318466666667,Africa,106714.0,4081.718
Angola,AGO,2009,0.169453986557999,0.62203796431,0.152569631196999,3.27458822305,4.15765417169,Lower middle income,4.193318466666667,Africa,106714.0,3123.699
Angola,AGO,2010,0.170158037764,0.622503223314,0.156364256124,3.27782810571,4.1551977295,Lower middle income,4.193318466666667,Africa,106714.0,3586.664
Angola,AGO,2011,0.170635767825,0.622816325176,0.159316823886,3.28066148811,4.15541955848,Lower middle income,4.193318466666667,Africa,106714.0,4608.155
Angola,AGO,2012,0.171096562388,0.623105459995,0.161690535189,3.28353325621,4.15551247339,Lower middle income,4.193318466666667,Africa,106714.0,5083.827
Angola,AGO,2013,0.171531485221,0.623366002344,0.164601951889,3.28641851052,4.15833623966,Lower middle income,4.193318466666667,Africa,106714.0,5228.511
Angola,AGO,2014,0.171928183738,0.6235826679,0.167412065701999,3.28927129858999,4.15646767691,Lower middle income,4.193318466666667,Africa,106714.0,5371.217
Angola,AGO,2015,0.172277322987,0.623747581614,0.169553527648,3.2919551445,4.15848379631,Lower middle income,4.193318466666667,Africa,106714.0,4130.93
Angola,AGO,2016,0.172569556512,0.623859177467,0.172163333436,3.29453406149,4.15784120503,Lower middle income,4.193318466666667,Africa,106714.0,3468.518
Angola,AGO,2017,0.17279380396,0.623903582497,0.173642511006,3.29690630279,4.16048419728,Lower middle income,4.193318466666667,Africa,106714.0,4039.3
Antigua and Barbuda,ATG,1990,0.202691470516999,0.917639840795999,0.299442261845,4.58354737689999,2.58335687211,High income,8.268953,North America,1758.0,7623.434
Antigua and Barbuda,ATG,1991,0.203192490936,0.918253072199,0.303018696518,4.5891223522,2.57348730867,High income,8.268953,North America,1758.0,7927.588
Antigua and Barbuda,ATG,1992,0.203628548216,0.918929831518,0.307213872545,4.59568281309,2.5636259508,High income,8.268953,North America,1758.0,8084.427
Antigua and Barbuda,ATG,1993,0.20398342362,0.91962577908,0.311361130833,4.60268999212,2.5561503295,High income,8.268953,North America,1758.0,8474.038
Antigua and Barbuda,ATG,1994,0.204245185104999,0.920318672666,0.314902008284,4.60974920597,2.55241096862,High income,8.268953,North America,1758.0,9097.243
Antigua and Barbuda,ATG,1995,0.204393245082,0.920951174494,0.317333207542,4.61632596774,2.55128540935,High income,8.268953,North America,1758.0,8675.237
Antigua and Barbuda,ATG,1996,0.204442072177,0.921568887688,0.319416490144,4.6219622508,2.55444734654,High income,8.268953,North America,1758.0,9266.473
Antigua and Barbuda,ATG,1997,0.204450936154,0.922289832248,0.321759348322,4.62700965109,2.55924153176999,High income,8.268953,North America,1758.0,9678.32
Antigua and Barbuda,ATG,1998,0.204436088336,0.923019126406,0.323819239459,4.63145254188,2.56399967932,High income,8.268953,North America,1758.0,10074.75
Antigua and Barbuda,ATG,1999,0.204412569141,0.923662616863,0.325505912415,4.63531672832,2.56584769861,High income,8.268953,North America,1758.0,10349.52
Antigua and Barbuda,ATG,2000,0.204406606795999,0.924165529474,0.327110003611,4.63884810862,2.5698184527,High income,8.268953,North America,1758.0,10931.312
Antigua and Barbuda,ATG,2001,0.204370647893,0.924483457114999,0.329070828784,4.64138449046,2.57188603867,High income,8.268953,North America,1758.0,10411.422
Antigua and Barbuda,ATG,2002,0.204291467536999,0.924695447788,0.330842286025,4.64241754006,2.57391261515,High income,8.268953,North America,1758.0,10485.776
Antigua and Barbuda,ATG,2003,0.204224901699,0.924889448086,0.331832941792,4.64255342963,2.57505169286,High income,8.268953,North America,1758.0,10921.845
Antigua and Barbuda,ATG,2004,0.204195521736999,0.925009321017999,0.333575922649,4.64166266641,2.57441366914,High income,8.268953,North America,1758.0,11613.334
Antigua and Barbuda,ATG,2005,0.20425516556,0.925113555643,0.335202087331999,4.64015753885,2.57412746765,High income,8.268953,North America,1758.0,12785.872
Antigua and Barbuda,ATG,2006,0.204484951157,0.925205502304,0.337395690392,4.6381351222,2.56883632419,High income,8.268953,North America,1758.0,14317.674
Antigua and Barbuda,ATG,2007,0.204887789969,0.925356733321,0.341188439573,4.63604883303,2.56003745983999,High income,8.268953,North America,1758.0,16060.877
Antigua and Barbuda,ATG,2008,0.205359233267,0.925550772237,0.34544690931,4.63391287926,2.5503741762,High income,8.268953,North America,1758.0,16574.257
Antigua and Barbuda,ATG,2009,0.205776951569,0.92569468387,0.348242787884,4.63136363332999,2.54151375187,High income,8.268953,North America,1758.0,14688.677
Antigua and Barbuda,ATG,2010,0.206026356985,0.925727879217999,0.35004405131,4.62819132696,2.53681010731,High income,8.268953,North America,1758.0,13574.44
Antigua and Barbuda,ATG,2011,0.206145809021999,0.925667875092,0.350377866076,4.62457092776,2.53575768449,High income,8.268953,North America,1758.0,13295.364
Antigua and Barbuda,ATG,2012,0.206248902417,0.925588122587,0.351558543985,4.62095095341999,2.53642746714,High income,8.268953,North America,1758.0,13825.317
Antigua and Barbuda,ATG,2013,0.206335951265,0.925514565532,0.35115318257,4.61745000998,2.53635970105,High income,8.268953,North America,1758.0,13414.902
Antigua and Barbuda,ATG,2014,0.206399077504999,0.925441036768999,0.350603311511999,4.6140675526,2.53962303561,High income,8.268953,North America,1758.0,13980.61
Antigua and Barbuda,ATG,2015,0.206434019468999,0.925368141316,0.350619735219,4.61081728922,2.54374958353,High income,8.268953,North America,1758.0,14728.706
Antigua and Barbuda,ATG,2016,0.206440021728,0.925315647713,0.350415342325,4.60774725098,2.55110842822,High income,8.268953,North America,1758.0,15588.535
Antigua and Barbuda,ATG,2017,0.206408818879999,0.925268968309,0.350367843984,4.60482344264,2.55796305238,High income,8.268953,North America,1758.0,15686.747
Argentina,ARG,1990,0.194422215869,0.755674026414999,0.323685920325999,6.16592127034,3.56917985705,Upper middle income,8.564665,South America,632770.0,4857.796
Argentina,ARG,1991,0.194184091513,0.756385727619,0.326903754354,6.17447133112,3.57906752071,Upper middle income,8.564665,South America,632770.0,6429.454
Argentina,ARG,1992,0.194034021841,0.757139135349,0.330503586515,6.18270741919,3.58885463186,Upper middle income,8.564665,South America,632770.0,7653.711
Argentina,ARG,1993,0.193972529544,0.757909134524,0.334285938367,6.19035605803,3.59736571909,Upper middle income,8.564665,South America,632770.0,7796.24
Argentina,ARG,1994,0.194003761182,0.758685965807,0.338418396021,6.19727123614,3.6069131858,Upper middle income,8.564665,South America,632770.0,8378.735
Argentina,ARG,1995,0.19412328716,0.759433560913,0.342051579781,6.20326487325999,3.61592396356,Upper middle income,8.564665,South America,632770.0,8295.123
Argentina,ARG,1996,0.194417176948,0.760236726077,0.347588832669999,6.20752342629,3.6265603044,Upper middle income,8.564665,South America,632770.0,8645.455
Argentina,ARG,1997,0.194903231743999,0.761184865177,0.353054931384,6.2102837798,3.63629609579999,Upper middle income,8.564665,South America,632770.0,9196.516
Argentina,ARG,1998,0.195462810283,0.762184744844,0.358988596605999,6.21247156088,3.64330580901999,Upper middle income,8.564665,South America,632770.0,9283.175
Argentina,ARG,1999,0.195964825159,0.763106268844,0.363813935552,6.21476856912999,3.65205739555,Upper middle income,8.564665,South America,632770.0,8709.072
Argentina,ARG,2000,0.196289430482,0.763877041716,0.365839756309,6.21830893374,3.65730460579,Upper middle income,8.564665,South America,632770.0,8638.543
Argentina,ARG,2001,0.196426581121999,0.764884567581,0.36530388759,6.22515528292,3.6588391036,Upper middle income,8.564665,South America,632770.0,8085.356
Argentina,ARG,2002,0.196496706623,0.76641583791,0.364991202727,6.23585307236999,3.65897137043,Upper middle income,8.564665,South America,632770.0,2997.621
Argentina,ARG,2003,0.196518042251999,0.768016182914,0.363372553377,6.24707938246,3.6581813041,Upper middle income,8.564665,South America,632770.0,3761.088
Argentina,ARG,2004,0.196537408247,0.769342816057,0.362546651814,6.25624855407,3.65700167888,Upper middle income,8.564665,South America,632770.0,4314.098
Argentina,ARG,2005,0.196588267081,0.770010821409,0.362842766527,6.26073624837,3.65554939486,Upper middle income,8.564665,South America,632770.0,5163.55
Argentina,ARG,2006,0.196713129065,0.770185339718,0.364132028073,6.26181888783,3.65317520823,Upper middle income,8.564665,South America,632770.0,5976.082
Argentina,ARG,2007,0.196930313080999,0.770414381124,0.367760827762,6.26354941336,3.65158553385,Upper middle income,8.564665,South America,632770.0,7315.726
Argentina,ARG,2008,0.197180197442999,0.770660786005,0.372471215098,6.26557183264,3.64986231373,Upper middle income,8.564665,South America,632770.0,9146.79
